年度,省份,学校,录取批次,文/理（选科要求）,专业,录取最低分,省内排名,本一线（本科线）,本二线
2021,北京,北京航空航天大学,本科批,物理必选,工科试验班类（未来空天领军计划）,678,761,400,本二
2021,北京,北京航空航天大学,本科批,物理必选,理科试验班类（物理学拔尖计划）,677,807,400,本二
2021,北京,北京航空航天大学,本科批,物理必选,理科试验班类（华罗庚数学拔尖计划）,677,807,400,本二
2021,北京,北京航空航天大学,本科批,物理必选,工科试验班类（空天力学拔尖计划）,676,857,400,本二
2021,北京,北京航空航天大学,本科批,物理必选,工科试验班类（医工交叉试验班）,668,1341,400,本二
2021,北京,北京航空航天大学,本科批,物理必选,工科试验班类（信息类）,668,1341,400,本二
2021,北京,北京航空航天大学,本科批,物理必选,理科试验班类,663,1654,400,本二
2021,北京,北京航空航天大学,本科批,物理必选,理科试验班类（国际卓越工程师试验班）,663,1654,400,本二
2021,北京,北京航空航天大学,本科批,物理必选,工科试验班类（航空航天类）,663,1654,400,本二
2021,北京,北京航空航天大学,本科批,不限,社会科学试验班,652,2546,400,本二
2021,北京,北京邮电大学,本科批,物理必选,计算机类（元班）,660,1836,400,本二
2021,北京,北京邮电大学,本科批,物理必选,电子信息类（元班）,658,1979,400,本二
2021,北京,北京邮电大学,本科批,物理必选,自动化类（智能机器人与智慧物流）,646,3224,400,本二
2021,北京,北京邮电大学,本科批,物理必选,网络空间安全（大类招生）,646,3224,400,本二
2021,北京,北京邮电大学,本科批,物理必选,人工智能（大类招生）,646,3224,400,本二
2021,北京,北京邮电大学,本科批,物理必选,软件工程,647,3096,400,本二
2021,北京,北京邮电大学,本科批,物理必选,电子信息类,647,3096,400,本二
2021,北京,北京邮电大学,本科批,物理必选,通信工程（大类招生）,648,2990,400,本二
2021,北京,北京邮电大学,本科批,不限,网络与新媒体,640,3925,400,本二
2021,北京,北京邮电大学,本科批,不限,法学,637,4325,400,本二
2021,北京,北京邮电大学,本科批,不限,工商管理类,641,3816,400,本二
2021,北京,北京邮电大学,本科批,物理必选,电子信息工程（中外合作办学）,637,4325,400,本二
2021,北京,北京邮电大学,本科批,物理必选,物联网工程（中外合作办学）,634,4729,400,本二
2021,北京,北京邮电大学,本科批,物理必选,数字媒体技术（中外合作办学）,621,6691,400,本二
2021,北京,北京邮电大学,本科批,物理必选,智能交互设计,648,2990,400,本二
2021,北京,北京邮电大学,本科批,物理必选,理科试验班（信息科学）,653,2457,400,本二
2021,北京,北京邮电大学,本科批,物理必选,计算机类,652,2544,400,本二
2021,北京,北京邮电大学,本科批,不限,英语,638,4192,400,本二
2021,北京,北京邮电大学,本科批,物理必选,智能科学与技术（中外合作办学）,637,4325,400,本二
2021,北京,北京邮电大学,本科批,物理必选,电信工程及管理（中外合作办学）,632,5029,400,本二
2021,北京,北京邮电大学,本科批,物理必选,数字媒体技术（中外合作办学）,621,6691,400,本二
2021,北京,北京中医药大学,本科批,物/化/生(3选1),中药制药,608,8860,400,本二
2021,北京,北京中医药大学,本科批,物/化/生(3选1),针灸推拿学（五年制）,608,8860,400,本二
2021,北京,北京中医药大学,本科批,物/化/生(3选1),中医骨伤科学（五年制）,607,9032,400,本二
2021,北京,北京中医药大学,本科批,物/化/生(3选1),中医学（五年制）,615,7700,400,本二
2021,北京,北京中医药大学,本科批,物/化/生(3选1),中医学（卓越中医儿科班5+3一体化）（五年制）,626,5895,400,本二
2021,北京,北京中医药大学,本科批,物/化/生(3选1),中医学（卓越5+3一体化）（五年制）,627,5755,400,本二
2021,北京,北京中医药大学,本科批,物/化/生(3选1),中药学（时珍国药班）,628,5596,400,本二
2021,北京,北京中医药大学,本科批,物/化/生(3选1),中西医临床医学（华佗班）（九年制）,642,3697,400,本二
2021,北京,北京中医药大学,本科批,不限,药事管理,601,10168,400,本二
2021,北京,北京中医药大学,本科批,物/化/生(3选1),药学,608,8860,400,本二
2021,北京,北京中医药大学,本科批,物/化/生(3选1),中医学（五年制）,615,7700,400,本二
2021,北京,北京中医药大学,本科批,物/化/生(3选1),中医学（卓越中医儿科班5+3一体化）（五年制）,626,5895,400,本二
2021,北京,北京中医药大学,本科批,物/化/生(3选1),中医学（卓越5+3一体化）（五年制）,627,5755,400,本二
2021,北京,北京中医药大学,本科批,物/化/生(3选1),中药学（时珍国药班）,628,5596,400,本二
2021,北京,北京中医药大学,本科批,物/化/生(3选1),中西医临床医学（华佗班）（九年制）,642,3697,400,本二
2021,北京,北京中医药大学,本科批,不限,英语（医学）,594,11476,400,本二
2021,北京,北京中医药大学,本科批,不限,药事管理,601,10168,400,本二
2021,北京,辽宁大学,本科批,物理必选,电子信息类,598,10699,400,本二
2021,北京,辽宁大学,本科批,物理必选,数学与应用数学,589,12440,400,本二
2021,北京,辽宁大学,本科批,不限,国际政治,587,12792,400,本二
2021,北京,辽宁大学,本科批,不限,金融学类,589,12440,400,本二
2021,北京,辽宁大学,本科批,不限,汉语言文学,588,12618,400,本二
2021,北京,辽宁大学,本科批,不限,会计学（中外合作办学）,579,14375,400,本二
2021,北京,西南交通大学,本科批,物理必选,智慧交通,616,7542,400,本二
2021,北京,西南交通大学,本科批,物理必选,智能建造,602,9999,400,本二
2021,北京,西南交通大学,本科批,物理必选,新能源科学与工程,607,9032,400,本二
2021,北京,西南交通大学,本科批,物理必选,材料类,601,10168,400,本二
2021,北京,西南交通大学,本科批,物理必选,电子信息科学与技术,610,8522,400,本二
2021,北京,西南交通大学,本科批,物理必选,建筑学（五年制）,600,10348,400,本二
2021,北京,西南交通大学,本科批,物理必选,建筑类（五年制）,612,8147,400,本二
2021,北京,西南交通大学,本科批,物理必选,工程力学,616,7542,400,本二
2021,北京,西南交通大学,本科批,物理必选,交通运输类,618,7202,400,本二
2021,北京,西南交通大学,本科批,物理必选,计算机类,616,7542,400,本二
2021,北京,西南交通大学,本科批,物理必选,轨道交通信号与控制,614,7862,400,本二
2021,北京,西南交通大学,本科批,物理必选,电子信息类,617,7361,400,本二
2021,北京,西南交通大学,本科批,物理必选,电气工程及其自动化,622,6528,400,本二
2021,北京,西南交通大学,本科批,物理必选,车辆工程,619,7037,400,本二
2021,北京,西南交通大学,本科批,物理必选,材料科学与工程（中外合作办学）,590,12247,400,本二
2021,北京,西南交通大学,本科批,物理必选,土木工程（中外合作办学）,591,12047,400,本二
2021,北京,西南交通大学,本科批,物理必选,计算机科学与技术（中外合作办学）,602,9999,400,本二
2021,北京,西南交通大学,本科批,物理必选,电子信息工程（中外合作办学）,593,11658,400,本二
2021,北京,西南交通大学,本科批,物理必选,机械设计制造及其自动化（中外合作办学）,592,11858,400,本二
2021,北京,西南交通大学,本科批,物/化/生(3选1),生物工程（中外合作办学）,586,13007,400,本二
2021,北京,西南交通大学,本科批,物理必选,环境工程（中外合作办学）,582,13798,400,本二
2021,北京,西南交通大学,本科批,物理必选,安全工程（中外合作办学）,584,13397,400,本二
2021,北京,北京师范大学,本科批,物理必选,统计学,670,1207,400,本二
2021,北京,北京师范大学,本科批,物理必选,数学与应用数学,670,1207,400,本二
2021,北京,北京师范大学,本科批,物理/化学(2选1),心理学,669,1278,400,本二
2021,北京,北京师范大学,本科批,不限,人文科学试验班（励耘实验班）,669,1278,400,本二
2021,北京,北京师范大学,本科批,历史/地理(2选1),历史学,668,1341,400,本二
2021,北京,北京师范大学,本科批,物理/化学(2选1),理科试验班（励耘实验班）,668,1341,400,本二
2021,北京,北京师范大学,本科批,物理/化学(2选1),地理科学（励耘实验班）,668,1341,400,本二
2021,北京,北京师范大学,本科批,物理/化学(2选1),生物科学类,666,1455,400,本二
2021,北京,北京师范大学,本科批,物理/化学(2选1),化学,666,1455,400,本二
2021,北京,北京师范大学,本科批,物理/化学(2选1),地理科学类,665,1526,400,本二
2021,北京,北京师范大学,本科批,不限,汉语言文学,665,1526,400,本二
2021,北京,北京师范大学,本科批,不限,经济学（励耘实验班）,665,1526,400,本二
2021,北京,北京师范大学,本科批,物理/化学(2选1),环境科学与工程类,664,1587,400,本二
2021,北京,北京师范大学,本科批,物理必选,人工智能,663,1654,400,本二
2021,北京,北京师范大学,本科批,物理必选,计算机科学与技术,663,1654,400,本二
2021,北京,北京师范大学,本科批,不限,传播学（网络新媒体）,663,1654,400,本二
2021,北京,北京师范大学,本科批,物理必选,天文学,662,1723,400,本二
2021,北京,北京师范大学,本科批,物理必选,物理学,662,1723,400,本二
2021,北京,北京师范大学,本科批,不限,社会学,662,1723,400,本二
2021,北京,北京师范大学,本科批,不限,公共管理类,661,1797,400,本二
2021,北京,北京师范大学,本科批,不限,国际经济与贸易,661,1797,400,本二
2021,北京,北京师范大学,本科批,不限,哲学,661,1797,400,本二
2021,北京,北京师范大学,本科批,不限,教育学类,661,1797,400,本二
2021,北京,北京师范大学,本科批,不限,金融学,660,1871,400,本二
2021,北京,北京师范大学,本科批,不限,工商管理（数字企业管理实验班）,660,1871,400,本二
2021,北京,北京师范大学,本科批,不限,英语,659,1944,400,本二
2021,北京,北京师范大学,本科批,不限,法学（卓越实验班）,659,1944,400,本二
2021,北京,北京师范大学,本科批,不限,金融科技,659,1944,400,本二
2021,北京,北京师范大学,本科批,不限,会计学,659,1944,400,本二
2021,北京,北京师范大学,本科批,不限,政治学、经济学与哲学,659,1944,400,本二
2021,北京,北京师范大学,本科批,不限,人文科学试验班（珠海校区）,628,5063,400,本二
2021,北京,北京师范大学,本科批,物理必选,数学类（珠海校区）,627,5172,400,本二
2021,北京,北京师范大学,本科批,物理/化学(2选1),理科试验班（珠海校区）,626,5280,400,本二
2021,北京,北京师范大学,本科批,不限,社会科学试验班（珠海校区）,625,5408,400,本二
2021,北京,对外经济贸易大学,本科批,物理必选,金融工程（量化金融实验班）,665,1526,400,本二
2021,北京,对外经济贸易大学,本科批,不限,国际经济与贸易（国际组织人才基地班、与法学双学士学位项目）,660,1871,400,本二
